sra_accession	ecotype	isMix	isWild	original_ecotype	original_genotype
ERR3483453	6909	1	1	Col x Ler	wild type genotype
ERR3483454	6909	1	1	Col x Ler	wild type genotype
ERR3483455	6909	1	1	Col x Ler	wild type genotype
ERR3483456	6909	1	1	Col x Ler	wild type genotype
ERR3483460	6909	1	1	Col x Ler	wild type genotype
ERR3483461	6909	1	1	Col x Ler	wild type genotype
ERR3483462	6909	1	1	Col x Ler	wild type genotype
ERR3483463	6909	1	1	Col x Ler	wild type genotype
ERR3483464	6909	1	1	Col x Ler	wild type genotype
ERR3483465	6909	1	1	Col x Ler	wild type genotype
ERR3483466	6909	1	1	Col x Ler	wild type genotype
ERR3483467	6909	1	1	Col x Ler	wild type genotype
ERR3483468	6909	1	1	Col x Ler	wild type genotype
ERR3483471	6909	1	1	Col x Ler	wild type genotype
ERR3483473	6909	1	1	Col x Ler	wild type genotype
ERR3483474	6909	1	1	Col x Ler	wild type genotype
ERR3483476	6909	1	1	Col x Ler	wild type genotype
ERR3483483	6909	1	1	Col x Ler	wild type genotype
ERR3483484	6909	1	1	Col x Ler	wild type genotype
ERR3483485	6909	1	1	Col x Ler	wild type genotype
ERR3483488	6909	1	1	Col x Ler	wild type genotype
ERR3483489	6909	1	1	Col x Ler	wild type genotype
ERR3483490	6909	1	1	Col x Ler	wild type genotype
ERR3483492	6909	1	1	Col x Ler	wild type genotype
ERR3483493	6909	1	1	Col x Ler	wild type genotype
ERR3483499	6909	1	1	Col x Ler	wild type genotype
ERR3483500	6909	1	1	Col x Ler	wild type genotype
ERR3483502	6909	1	1	Col x Ler	wild type genotype
ERR3483503	6909	1	1	Col x Ler	wild type genotype
ERR3483504	6909	1	1	Col x Ler	wild type genotype
ERR3483507	6909	1	1	Col x Ler	wild type genotype
ERR3483508	6909	1	1	Col x Ler	wild type genotype
ERR3483509	6909	1	1	Col x Ler	wild type genotype
ERR3483510	6909	1	1	Col x Ler	wild type genotype
ERR3483511	6909	1	1	Col x Ler	wild type genotype
ERR3483513	6909	1	1	Col x Ler	wild type genotype
ERR3483516	6909	1	1	Col x Ler	wild type genotype
ERR3483523	6909	1	1	Col x Ler	wild type genotype
ERR3483525	6909	1	1	Col x Ler	wild type genotype
ERR3483527	6909	1	1	Col x Ler	wild type genotype
ERR3483529	6909	1	1	Col x Ler	wild type genotype
ERR3483531	6909	1	1	Col x Ler	wild type genotype
ERR3483532	6909	1	1	Col x Ler	wild type genotype
ERR3483537	6909	1	1	Col x Ler	wild type genotype
ERR3483539	6909	1	1	Col x Ler	wild type genotype
ERR3483540	6909	1	1	Col x Ler	wild type genotype
ERR3483542	6909	1	1	Col x Ler	wild type genotype
ERR3483545	6909	1	1	Col x Ler	wild type genotype
ERR3483546	6909	1	1	Col x Ler	wild type genotype
ERR3483548	6909	1	1	Col x Ler	wild type genotype
ERR3483550	6909	1	1	Col x Ler	wild type genotype
ERR3483551	6909	1	1	Col x Ler	wild type genotype
ERR3483552	6909	1	1	Col x Ler	wild type genotype
ERR3483553	6909	1	1	Col x Ler	wild type genotype
ERR3483554	6909	1	1	Col x Ler	wild type genotype
ERR3483555	6909	1	1	Col x Ler	wild type genotype
ERR3483557	6909	1	1	Col x Ler	wild type genotype
ERR3483559	6909	1	1	Col x Ler	wild type genotype
ERR3483561	6909	1	1	Col x Ler	wild type genotype
ERR3483562	6909	1	1	Col x Ler	wild type genotype
ERR3483564	6909	1	1	Col x Ler	wild type genotype
ERR3483572	6909	1	1	Col x Ler	wild type genotype
ERR3483574	6909	1	1	Col x Ler	wild type genotype
ERR3483575	6909	1	1	Col x Ler	wild type genotype
ERR3483577	6909	1	1	Col x Ler	wild type genotype
ERR3483578	6909	1	1	Col x Ler	wild type genotype
ERR3483579	6909	1	1	Col x Ler	wild type genotype
ERR3483580	6909	1	1	Col x Ler	wild type genotype
ERR3483581	6909	1	1	Col x Ler	wild type genotype
ERR3483582	6909	1	1	Col x Ler	wild type genotype
ERR3483585	6909	1	1	Col x Ler	wild type genotype
ERR3483588	6909	1	1	Col x Ler	wild type genotype
ERR3483589	6909	1	1	Col x Ler	wild type genotype
ERR3483590	6909	1	1	Col x Ler	wild type genotype
ERR3483592	6909	1	1	Col x Ler	wild type genotype
ERR3483595	6909	1	1	Col x Ler	wild type genotype
ERR3483596	6909	1	1	Col x Ler	wild type genotype
ERR3483597	6909	1	1	Col x Ler	wild type genotype
ERR3483598	6909	1	1	Col x Ler	wild type genotype
ERR3483600	6909	1	1	Col x Ler	wild type genotype
ERR3483601	6909	1	1	Col x Ler	wild type genotype
ERR3483602	6909	1	1	Col x Ler	wild type genotype
ERR3483603	6909	1	1	Col x Ler	wild type genotype
ERR3483604	6909	1	1	Col x Ler	wild type genotype
ERR3483606	6909	1	1	Col x Ler	wild type genotype
ERR3483607	6909	1	1	Col x Ler	wild type genotype
ERR3483608	6909	1	1	Col x Ler	wild type genotype
ERR3483609	6909	1	1	Col x Ler	wild type genotype
ERR3483611	6909	1	1	Col x Ler	wild type genotype
ERR3483614	6909	1	1	Col x Ler	wild type genotype
ERR3483615	6909	1	1	Col x Ler	wild type genotype
ERR3483616	6909	1	1	Col x Ler	wild type genotype
ERR3483618	6909	1	1	Col x Ler	wild type genotype
ERR3483619	6909	1	1	Col x Ler	wild type genotype
ERR3483621	6909	1	1	Col x Ler	wild type genotype
ERR3483622	6909	1	1	Col x Ler	wild type genotype
ERR3483623	6909	1	1	Col x Ler	wild type genotype
ERR3483624	6909	1	1	Col x Ler	wild type genotype
ERR3483625	6909	1	1	Col x Ler	wild type genotype
ERR3483627	6909	1	1	Col x Ler	wild type genotype
ERR3483629	6909	1	1	Col x Ler	wild type genotype
ERR3483630	6909	1	1	Col x Ler	wild type genotype
ERR3483631	6909	1	1	Col x Ler	wild type genotype
ERR3483633	6909	1	1	Col x Ler	wild type genotype
ERR3483635	6909	1	1	Col x Ler	wild type genotype
ERR3483637	6909	1	1	Col x Ler	wild type genotype
ERR3483639	6909	1	1	Col x Ler	wild type genotype
ERR3483640	6909	1	1	Col x Ler	wild type genotype
ERR3483641	6909	1	1	Col x Ler	wild type genotype
ERR3483642	6909	1	1	Col x Ler	wild type genotype
ERR3483644	6909	1	1	Col x Ler	wild type genotype
ERR3483645	6909	1	1	Col x Ler	wild type genotype
ERR3483648	6909	1	1	Col x Ler	wild type genotype
ERR3483649	6909	1	1	Col x Ler	wild type genotype
ERR3483650	6909	1	1	Col x Ler	wild type genotype
ERR3483651	6909	1	1	Col x Ler	wild type genotype
ERR3483653	6909	1	1	Col x Ler	wild type genotype
ERR3483654	6909	1	1	Col x Ler	wild type genotype
ERR3483655	6909	1	1	Col x Ler	wild type genotype
ERR3483656	6909	1	1	Col x Ler	wild type genotype
ERR3483657	6909	1	1	Col x Ler	wild type genotype
ERR3483659	6909	1	1	Col x Ler	wild type genotype
ERR3483661	6909	1	1	Col x Ler	wild type genotype
ERR3483662	6909	1	1	Col x Ler	wild type genotype
ERR3483665	6909	1	1	Col x Ler	wild type genotype
ERR3483666	6909	1	1	Col x Ler	wild type genotype
ERR3483668	6909	1	1	Col x Ler	wild type genotype
ERR3483670	6909	1	1	Col x Ler	wild type genotype
ERR3483671	6909	1	1	Col x Ler	wild type genotype
ERR3483672	6909	1	1	Col x Ler	wild type genotype
ERR3483676	6909	1	1	Col x Ler	wild type genotype
ERR3483677	6909	1	1	Col x Ler	wild type genotype
ERR3483678	6909	1	1	Col x Ler	wild type genotype
ERR3483679	6909	1	1	Col x Ler	wild type genotype
ERR3483682	6909	1	1	Col x Ler	wild type genotype
ERR3483685	6909	1	1	Col x Ler	wild type genotype
ERR3483687	6909	1	1	Col x Ler	wild type genotype
ERR3483688	6909	1	1	Col x Ler	wild type genotype
ERR3483690	6909	1	1	Col x Ler	wild type genotype
ERR3483692	6909	1	1	Col x Ler	wild type genotype
ERR3483693	6909	1	1	Col x Ler	wild type genotype
ERR3483694	6909	1	1	Col x Ler	wild type genotype
ERR3483696	6909	1	1	Col x Ler	wild type genotype
ERR3483698	6909	1	1	Col x Ler	wild type genotype
ERR3483699	6909	1	1	Col x Ler	wild type genotype
ERR3483700	6909	1	1	Col x Ler	wild type genotype
ERR3483701	6909	1	1	Col x Ler	wild type genotype
ERR3483703	6909	1	1	Col x Ler	wild type genotype
ERR3483704	6909	1	1	Col x Ler	wild type genotype
ERR3483706	6909	1	1	Col x Ler	wild type genotype
ERR3483707	6909	1	1	Col x Ler	wild type genotype
ERR3483708	6909	1	1	Col x Ler	wild type genotype
ERR3483709	6909	1	1	Col x Ler	wild type genotype
ERR3483713	6909	1	1	Col x Ler	wild type genotype
ERR3483715	6909	1	1	Col x Ler	wild type genotype
ERR3483717	6909	1	1	Col x Ler	wild type genotype
ERR3483719	6909	1	1	Col x Ler	wild type genotype
ERR3483722	6909	1	1	Col x Ler	wild type genotype
ERR3483723	6909	1	1	Col x Ler	wild type genotype
ERR3483725	6909	1	1	Col x Ler	wild type genotype
ERR3483726	6909	1	1	Col x Ler	wild type genotype
ERR3483727	6909	1	1	Col x Ler	wild type genotype
ERR3483728	6909	1	1	Col x Ler	wild type genotype
ERR3483729	6909	1	1	Col x Ler	wild type genotype
ERR3483732	6909	1	1	Col x Ler	wild type genotype
ERR3483733	6909	1	1	Col x Ler	wild type genotype
ERR3483734	6909	1	1	Col x Ler	wild type genotype
ERR3483735	6909	1	1	Col x Ler	wild type genotype
ERR3483737	6909	1	1	Col x Ler	wild type genotype
ERR3483739	6909	1	1	Col x Ler	wild type genotype
ERR3483741	6909	1	1	Col x Ler	wild type genotype
ERR3483743	6909	1	1	Col x Ler	wild type genotype
ERR3483744	6909	1	1	Col x Ler	wild type genotype
ERR3483745	6909	1	1	Col x Ler	wild type genotype
ERR3483747	6909	1	1	Col x Ler	wild type genotype
ERR3483750	6909	1	1	Col x Ler	wild type genotype
ERR3483751	6909	1	1	Col x Ler	wild type genotype
ERR3483753	6909	1	1	Col x Ler	wild type genotype
ERR3483754	6909	1	1	Col x Ler	wild type genotype
ERR3483760	6909	1	1	Col x Ler	wild type genotype
ERR3483763	6909	1	1	Col x Ler	wild type genotype
ERR3483764	6909	1	1	Col x Ler	wild type genotype
ERR3483765	6909	1	1	Col x Ler	wild type genotype
ERR3483766	6909	1	1	Col x Ler	wild type genotype
ERR3483767	6909	1	1	Col x Ler	wild type genotype
ERR3483770	6909	1	1	Col x Ler	wild type genotype
ERR3483774	6909	1	1	Col x Ler	wild type genotype
ERR3483775	6909	1	1	Col x Ler	wild type genotype
ERR3483776	6909	1	1	Col x Ler	wild type genotype
ERR3483777	6909	1	1	Col x Ler	wild type genotype
ERR3483779	6909	1	1	Col x Ler	wild type genotype
ERR3483780	6909	1	1	Col x Ler	wild type genotype
ERR3483782	6909	1	1	Col x Ler	wild type genotype
ERR3483783	6909	1	1	Col x Ler	wild type genotype
ERR3483786	6909	1	1	Col x Ler	wild type genotype
ERR3483788	6909	1	1	Col x Ler	wild type genotype
ERR3483789	6909	1	1	Col x Ler	wild type genotype
ERR3483790	6909	1	1	Col x Ler	wild type genotype
ERR3483791	6909	1	1	Col x Ler	wild type genotype
ERR3483793	6909	1	1	Col x Ler	wild type genotype
ERR3483794	6909	1	1	Col x Ler	wild type genotype
ERR3483795	6909	1	1	Col x Ler	wild type genotype
ERR3483800	6909	1	1	Col x Ler	wild type genotype
ERR3483801	6909	1	1	Col x Ler	wild type genotype
ERR3483804	6909	1	1	Col x Ler	wild type genotype
ERR3483805	6909	1	1	Col x Ler	wild type genotype
ERR3483807	6909	1	1	Col x Ler	wild type genotype
ERR3483808	6909	1	1	Col x Ler	wild type genotype
ERR3483809	6909	1	1	Col x Ler	wild type genotype
ERR3483810	6909	1	1	Col x Ler	wild type genotype
ERR3483811	6909	1	1	Col x Ler	wild type genotype
ERR3483812	6909	1	1	Col x Ler	wild type genotype
ERR3483813	6909	1	1	Col x Ler	wild type genotype
ERR3483814	6909	1	1	Col x Ler	wild type genotype
ERR3483815	6909	1	1	Col x Ler	wild type genotype
ERR3483816	6909	1	1	Col x Ler	wild type genotype
ERR3483817	6909	1	1	Col x Ler	wild type genotype
ERR3483818	6909	1	1	Col x Ler	wild type genotype
ERR3483819	6909	1	1	Col x Ler	wild type genotype
ERR3483821	6909	1	1	Col x Ler	wild type genotype
ERR3483822	6909	1	1	Col x Ler	wild type genotype
ERR3483823	6909	1	1	Col x Ler	wild type genotype
ERR3483824	6909	1	1	Col x Ler	wild type genotype
ERR3483830	6909	1	1	Col x Ler	wild type genotype
ERR3483832	6909	1	1	Col x Ler	wild type genotype
ERR3483833	6909	1	1	Col x Ler	wild type genotype
ERR3483835	6909	1	1	Col x Ler	wild type genotype
ERR3483836	6909	1	1	Col x Ler	wild type genotype
ERR3483837	6909	1	1	Col x Ler	wild type genotype
ERR3483839	6909	1	1	Col x Ler	wild type genotype
ERR3483841	6909	1	1	Col x Ler	wild type genotype
ERR3483842	6909	1	1	Col x Ler	wild type genotype
ERR3483844	6909	1	1	Col x Ler	wild type genotype
ERR3483846	6909	1	1	Col x Ler	wild type genotype
ERR3483847	6909	1	1	Col x Ler	wild type genotype
ERR3483848	6909	1	1	Col x Ler	wild type genotype
ERR3483850	6909	1	1	Col x Ler	wild type genotype
ERR3483851	6909	1	1	Col x Ler	wild type genotype
ERR3483852	6909	1	1	Col x Ler	wild type genotype
ERR3483855	6909	1	1	Col x Ler	wild type genotype
ERR3483856	6909	1	1	Col x Ler	wild type genotype
ERR3483857	6909	1	1	Col x Ler	wild type genotype
ERR3483859	6909	1	1	Col x Ler	wild type genotype
ERR3483860	6909	1	1	Col x Ler	wild type genotype
ERR3483862	6909	1	1	Col x Ler	wild type genotype
ERR3483863	6909	1	1	Col x Ler	wild type genotype
ERR3483864	6909	1	1	Col x Ler	wild type genotype
ERR3483866	6909	1	1	Col x Ler	wild type genotype
ERR3483869	6909	1	1	Col x Ler	wild type genotype
ERR3483870	6909	1	1	Col x Ler	wild type genotype
ERR3483871	6909	1	1	Col x Ler	wild type genotype
ERR3483873	6909	1	1	Col x Ler	wild type genotype
ERR3483874	6909	1	1	Col x Ler	wild type genotype
ERR3483875	6909	1	1	Col x Ler	wild type genotype
ERR3483876	6909	1	1	Col x Ler	wild type genotype
ERR3483878	6909	1	1	Col x Ler	wild type genotype
ERR3483879	6909	1	1	Col x Ler	wild type genotype
ERR3483885	6909	1	1	Col x Ler	wild type genotype
ERR3483888	6909	1	1	Col x Ler	wild type genotype
ERR3483889	6909	1	1	Col x Ler	wild type genotype
ERR3483892	6909	1	1	Col x Ler	wild type genotype
ERR3483893	6909	1	1	Col x Ler	wild type genotype
ERR3483896	6909	1	1	Col x Ler	wild type genotype
ERR3483897	6909	1	1	Col x Ler	wild type genotype
ERR3483898	6909	1	1	Col x Ler	wild type genotype
ERR3483899	6909	1	1	Col x Ler	wild type genotype
ERR3483900	6909	1	1	Col x Ler	wild type genotype
ERR3483901	6909	1	1	Col x Ler	wild type genotype
ERR3483906	6909	1	1	Col x Ler	wild type genotype
ERR3483909	6909	1	1	Col x Ler	wild type genotype
ERR3483910	6909	1	1	Col x Ler	wild type genotype
ERR3483911	6909	1	1	Col x Ler	wild type genotype
ERR3483912	6909	1	1	Col x Ler	wild type genotype
ERR3483916	6909	1	1	Col x Ler	wild type genotype
ERR3483920	6909	1	1	Col x Ler	wild type genotype
ERR3483922	6909	1	1	Col x Ler	wild type genotype
ERR3483923	6909	1	1	Col x Ler	wild type genotype
ERR3483925	6909	1	1	Col x Ler	wild type genotype
ERR3483927	6909	1	1	Col x Ler	wild type genotype
ERR3483928	6909	1	1	Col x Ler	wild type genotype
ERR3483929	6909	1	1	Col x Ler	wild type genotype
ERR3483930	6909	1	1	Col x Ler	wild type genotype
ERR3483931	6909	1	1	Col x Ler	wild type genotype
ERR3483932	6909	1	1	Col x Ler	wild type genotype
ERR3483934	6909	1	1	Col x Ler	wild type genotype
ERR3483935	6909	1	1	Col x Ler	wild type genotype
ERR3483936	6909	1	1	Col x Ler	wild type genotype
ERR3483941	6909	1	1	Col x Ler	wild type genotype
ERR3483942	6909	1	1	Col x Ler	wild type genotype
ERR3483943	6909	1	1	Col x Ler	wild type genotype
ERR3483944	6909	1	1	Col x Ler	wild type genotype
ERR3483945	6909	1	1	Col x Ler	wild type genotype
ERR3483946	6909	1	1	Col x Ler	wild type genotype
ERR3483947	6909	1	1	Col x Ler	wild type genotype
ERR3483948	6909	1	1	Col x Ler	wild type genotype
ERR3483950	6909	1	1	Col x Ler	wild type genotype
ERR3483951	6909	1	1	Col x Ler	wild type genotype
ERR3483953	6909	1	1	Col x Ler	wild type genotype
ERR3483957	6909	1	1	Col x Ler	wild type genotype
ERR3483958	6909	1	1	Col x Ler	wild type genotype
ERR3483963	6909	1	1	Col x Ler	wild type genotype
ERR3483964	6909	1	1	Col x Ler	wild type genotype
ERR3483965	6909	1	1	Col x Ler	wild type genotype
ERR3483967	6909	1	1	Col x Ler	wild type genotype
ERR3483969	6909	1	1	Col x Ler	wild type genotype
ERR3483970	6909	1	1	Col x Ler	wild type genotype
ERR3483973	6909	1	1	Col x Ler	wild type genotype
ERR3483974	6909	1	1	Col x Ler	wild type genotype
ERR3483975	6909	1	1	Col x Ler	wild type genotype
ERR3483976	6909	1	1	Col x Ler	wild type genotype
ERR3483978	6909	1	1	Col x Ler	wild type genotype
ERR3483979	6909	1	1	Col x Ler	wild type genotype
ERR3483980	6909	1	1	Col x Ler	wild type genotype
ERR3483983	6909	1	1	Col x Ler	wild type genotype
ERR3483984	6909	1	1	Col x Ler	wild type genotype
ERR3483985	6909	1	1	Col x Ler	wild type genotype
ERR3483987	6909	1	1	Col x Ler	wild type genotype
ERR3483989	6909	1	1	Col x Ler	wild type genotype
ERR3483990	6909	1	1	Col x Ler	wild type genotype
ERR3483991	6909	1	1	Col x Ler	wild type genotype
ERR3483993	6909	1	1	Col x Ler	wild type genotype
ERR3483994	6909	1	1	Col x Ler	wild type genotype
ERR3483997	6909	1	1	Col x Ler	wild type genotype
ERR3483998	6909	1	1	Col x Ler	wild type genotype
ERR3484000	6909	1	1	Col x Ler	wild type genotype
ERR3484001	6909	1	1	Col x Ler	wild type genotype
ERR3484002	6909	1	1	Col x Ler	wild type genotype
ERR3484003	6909	1	1	Col x Ler	wild type genotype
ERR3484004	6909	1	1	Col x Ler	wild type genotype
ERR3484006	6909	1	1	Col x Ler	wild type genotype
ERR3484007	6909	1	1	Col x Ler	wild type genotype
ERR3484010	6909	1	1	Col x Ler	wild type genotype
ERR3484011	6909	1	1	Col x Ler	wild type genotype
ERR3484012	6909	1	1	Col x Ler	wild type genotype
ERR3484014	6909	1	1	Col x Ler	wild type genotype
ERR3484017	6909	1	1	Col x Ler	wild type genotype
ERR3484018	6909	1	1	Col x Ler	wild type genotype
ERR3484019	6909	1	1	Col x Ler	wild type genotype
ERR3484020	6909	1	1	Col x Ler	wild type genotype
ERR3484021	6909	1	1	Col x Ler	wild type genotype
ERR3484023	6909	1	1	Col x Ler	wild type genotype
ERR3484024	6909	1	1	Col x Ler	wild type genotype
ERR3484025	6909	1	1	Col x Ler	wild type genotype
ERR3484026	6909	1	1	Col x Ler	wild type genotype
ERR3484027	6909	1	1	Col x Ler	wild type genotype
ERR3484030	6909	1	1	Col x Ler	wild type genotype
ERR3484031	6909	1	1	Col x Ler	wild type genotype
ERR3484033	6909	1	1	Col x Ler	wild type genotype
ERR3484034	6909	1	1	Col x Ler	wild type genotype
ERR3484036	6909	1	1	Col x Ler	wild type genotype
ERR3484037	6909	1	1	Col x Ler	wild type genotype
ERR3484038	6909	1	1	Col x Ler	wild type genotype
ERR3484039	6909	1	1	Col x Ler	wild type genotype
ERR3484042	6909	1	1	Col x Ler	wild type genotype
ERR3484043	6909	1	1	Col x Ler	wild type genotype
ERR3484044	6909	1	1	Col x Ler	wild type genotype
ERR3484050	6909	1	1	Col x Ler	wild type genotype
ERR3484051	6909	1	1	Col x Ler	wild type genotype
ERR3484052	6909	1	1	Col x Ler	wild type genotype
ERR3484054	6909	1	1	Col x Ler	wild type genotype
ERR3484055	6909	1	1	Col x Ler	wild type genotype
ERR3484057	6909	1	1	Col x Ler	wild type genotype
ERR3484058	6909	1	1	Col x Ler	wild type genotype
ERR3484059	6909	1	1	Col x Ler	wild type genotype
ERR3484060	6909	1	1	Col x Ler	wild type genotype
ERR3484065	6909	1	1	Col x Ler	wild type genotype
ERR3484066	6909	1	1	Col x Ler	wild type genotype
ERR3484068	6909	1	1	Col x Ler	wild type genotype
ERR3484069	6909	1	1	Col x Ler	wild type genotype
ERR3484070	6909	1	1	Col x Ler	wild type genotype
ERR3484072	6909	1	1	Col x Ler	wild type genotype
ERR3484073	6909	1	1	Col x Ler	wild type genotype
ERR3484074	6909	1	1	Col x Ler	wild type genotype
ERR3484075	6909	1	1	Col x Ler	wild type genotype
ERR3484076	6909	1	1	Col x Ler	wild type genotype
ERR3484077	6909	1	1	Col x Ler	wild type genotype
ERR3484078	6909	1	1	Col x Ler	wild type genotype
ERR3484079	6909	1	1	Col x Ler	wild type genotype
ERR3484080	6909	1	1	Col x Ler	wild type genotype
ERR3484081	6909	1	1	Col x Ler	wild type genotype
ERR3484083	6909	1	1	Col x Ler	wild type genotype
ERR3484084	6909	1	1	Col x Ler	wild type genotype
ERR3484085	6909	1	1	Col x Ler	wild type genotype
ERR3484087	6909	1	1	Col x Ler	wild type genotype
ERR3484090	6909	1	1	Col x Ler	wild type genotype
ERR3484091	6909	1	1	Col x Ler	wild type genotype
ERR3484093	6909	1	1	Col x Ler	wild type genotype
ERR3484100	6909	1	1	Col x Ler	wild type genotype
ERR3484101	6909	1	1	Col x Ler	wild type genotype
ERR3484102	6909	1	1	Col x Ler	wild type genotype
ERR3484487	6909	1	0	Col-0 x CLC	msh2 mutant
ERR3484488	6909	1	0	Col-0 x CLC	msh2 mutant
ERR3484489	6909	1	0	Col-0 x CLC	msh2 mutant
ERR3484490	6909	1	0	Col-0 x CLC	msh2 mutant
ERR3484491	6909	1	0	Col-0 x CLC	msh2 mutant
ERR3484494	6909	1	0	Col-0 x CLC	msh2 mutant
ERR3484495	6909	1	0	Col-0 x CLC	msh2 mutant
ERR3484496	6909	1	0	Col-0 x CLC	msh2 mutant
ERR3484498	6909	1	0	Col-0 x CLC	msh2 mutant
ERR3484499	6909	1	0	Col-0 x CLC	msh2 mutant
ERR3484501	6909	1	0	Col-0 x CLC	msh2 mutant
ERR3484502	6909	1	0	Col-0 x CLC	msh2 mutant
ERR3484506	6909	1	0	Col-0 x CLC	msh2 mutant
ERR3484509	6909	1	0	Col-0 x CLC	msh2 mutant
ERR3484510	6909	1	0	Col-0 x CLC	msh2 mutant
ERR3484512	6909	1	0	Col-0 x CLC	msh2 mutant
ERR3484516	6909	1	0	Col-0 x CLC	msh2 mutant
ERR3484518	6909	1	0	Col-0 x CLC	msh2 mutant
ERR3484519	6909	1	0	Col-0 x CLC	msh2 mutant
ERR3484521	6909	1	0	Col-0 x CLC	msh2 mutant
ERR3484525	6909	1	0	Col-0 x CLC	msh2 mutant
ERR3484526	6909	1	0	Col-0 x CLC	msh2 mutant
ERR3484530	6909	1	0	Col-0 x CLC	msh2 mutant
ERR3484531	6909	1	0	Col-0 x CLC	msh2 mutant
ERR3484533	6909	1	0	Col-0 x CLC	msh2 mutant
ERR3484537	6909	1	0	Col-0 x CLC	msh2 mutant
ERR3484539	6909	1	0	Col-0 x CLC	msh2 mutant
ERR3484540	6909	1	0	Col-0 x CLC	msh2 mutant
ERR3484544	6909	1	0	Col-0 x CLC	msh2 mutant
ERR3484545	6909	1	0	Col-0 x CLC	msh2 mutant
ERR3484546	6909	1	0	Col-0 x CLC	msh2 mutant
ERR3484547	6909	1	0	Col-0 x CLC	msh2 mutant
ERR3484548	6909	1	0	Col-0 x CLC	msh2 mutant
ERR3484551	6909	1	0	Col-0 x CLC	msh2 mutant
